concept,source language text,target language text,variations,label
late,These are some examples of this system in action in the late 80s.,1980年代後半にはこのシステムによって,"['遅刻/遅い/遅れ/遅れる', '後半']",後半
late,"In fact, it wasn't until the late 1980s that they acquired a right to a lawyer during the third chapter of the story.",第３章で弁護を受ける権利すら 80年代後半にようやく,"['遅刻/遅い/遅れ/遅れる', '後半']",後半
late,"There were no samples in this record, although I did look up on the Internet last night, I mean several months ago, that ""La Di Da Di"" means, it's an old Cockney expression from the late 1800s in England, so maybe a remix with Mrs. Patmore from ""Downton Abbey"" coming soon, or that's for another day.",このレコードはサンプリング無しです 昨夜ネットで調べたら いや 数ヶ月前調べたら この『ラ・ディ・ダ・ディ』は 19世紀後半のイギリスの古いコックニー （ロンドンの下町言葉）の表現なので 『ダウントン・アビー』シリーズに登場する パットモア夫人とのリミックスも もうすぐ出て来るかも知れません いつかね,"['遅刻/遅い/遅れ/遅れる', '後半']",後半
late,"Until the beginning of the civil war in Somalia in the late '80s, humanitarian aid workers were sometimes victims of what we call collateral damages, but by and large we were not the target of these attacks.",80年代後半に起きた ソマリアでの内戦が始まるまで 人道支援家たちは 巻き添え被害者と 呼ばれる被害者でしたが 概して攻撃の対象では ありませんでした,"['遅刻/遅い/遅れ/遅れる', '後半']",後半
late,"But Braille went digital many years before digital books, already in the late 1980s, almost 30 years ago.",でも点字の本は 普通の本よりずっと前に デジタルになっていたんです 1980年代後半 今から30年近くも前の話です,"['遅刻/遅い/遅れ/遅れる', '後半']",後半
late,It wasn’t until his late 50’s that he published his greatest creation: an epic satire of chivalry novels.,50代後半になって 彼はやっと傑作を出しました 騎士道小説への風刺を込めた 英雄譚です,"['遅刻/遅い/遅れ/遅れる', '後半']",後半
late,The urbanization process started in the late 1700s and has been increasing since then.,都市化は 1700年代後半に始まり それ以来 進行し続けています,"['遅刻/遅い/遅れ/遅れる', '後半']",後半
late,"However, in the late '90s, I started noticing the role of technology in Nigeria: cable TV and cell phones in the village, 419 scammers occupying the cybercafes, the small generator connected to my cousin's desktop computer because the power was always going on and off.",それでも 90年代後半になると ナイジェリアでのテクノロジーの役割に 気づくようになりました 農村にも普及した ケーブルテレビや携帯電話 サイバーカフェを占領している 「ナイジェリアからの手紙」詐欺集団 いとこのデスクトップ・コンピューターに つながっている小型の発電機― これは電力供給が 不安定だからですけど,"['遅刻/遅い/遅れ/遅れる', '後半']",後半
late,"In the case of the Vikings -- in Greenland, the climate got colder in the late 1300s, and especially in the 1400s. But a cold climate isn't necessarily fatal, because the Inuit -- the Eskimos inhabiting Greenland at the same time -- did better, rather than worse, with cold climates. So why didn't the Greenland Norse as well?",グリーンランドのヴァイキングの場合 1300年代後半から 特に1400年代に 気候は寒くなりました しかし 寒冷気候は致命的ではありません なぜなら同じ時期グリーンランドには イヌイット族が住んでいましたが 彼らは寒冷気候に旨く適応しました ではなぜ グリーンランドのノース人は適応出来なかったのでしょう？,"['遅刻/遅い/遅れ/遅れる', '後半']",後半
late,"This is a rather recent example of urban clarity that I just love, mainly because I'm always late and I am always in a hurry.",こちらは 最近の都会的明快さの例で 私が大好きなものです その理由は 私が遅刻魔で いつも急いでいるからです,"['遅刻/遅い/遅れ/遅れる', '後半']",遅刻/遅い/遅れ/遅れる
mission,"And so, my partners and I, we set off on this mission to learn more, to try to do much more. So, we mobilized. We got on airplanes.",それでパートナーと共により多くを学ぶミッションを始めました より多くのことを行おうとして。そして我々は結集し、飛行機に乗りました,"['使命', 'ミッション']",ミッション
mission,The mission is not yet complete.,ミッションは未だ終わっていません,"['使命', 'ミッション']",ミッション
mission,"PM: And yet I'm trying to imagine, Mark, what that was like, going off onto a mission, one presumes safely, but it's never a guarantee, and knowing that Gabby is — MK: Well not only was she still in the hospital, on the third day of that flight, literally while I was rendezvousing with the space station, and you've got two vehicles moving at 17,500 miles an hour, I'm actually flying it, looking out the window, a bunch of computers, Gabby was in brain surgery, literally at that time having the final surgery to replace the piece of skull that they took out on the day she was injured with a prosthetic, yeah, which is the whole side of her head.",でも マーク 想像もつかないのですが どのようなお気持ちで 宇宙に行かれたのでしょう？ 安全とは言っても 保証はできませんよね 何と言っても ギャビーは― あのミッションの ３日目は 妻は入院していただけでは ありませんでした 文字通り 私は 宇宙ステーションと共に 時速２万８千キロで航行しながら ランデブーする最中で 運転をして 窓の外を眺め コンピュータを 見ていたとき ギャビーは 脳の手術を受けていました それが 最後の手術でした 銃撃の日に 頭蓋骨の一部を 取り出して いたのですが 代わりの人工骨を入れる手術でした 頭の片側すべてに入っています,"['使命', 'ミッション']",ミッション
mission,"Another fascinating idea in the mission profile places humanoid robots on the surface of Mars before the humans themselves arrive, first to build facilities and later to serve as collaborative members of the science team.",ミッション概略にある 別の面白いアイデアとして 人間型ロボットを火星表面に 人間が行く前に送って 施設を作らせ その後は 科学者チームの一員として 働かせるというのがあります,"['使命', 'ミッション']",ミッション
mission,"And we really love being close to the art center, because we have, as a matter of fact, one of the alumni from the art center, Eric Nyquist, had put a series of displays, far-out displays, you know, in our what we call mission design or spacecraft design room, just to get people to think wildly about things.",アートセンターに近いのが非常に好ましいです 実際にアートセンター卒業生の エリック・ニキストは私たちの ミッション 宇宙船設計室に 素晴らしい作品を展示して 私たちに様々な発想を促しました,"['使命', 'ミッション']",ミッション
mission,Who knew that chasing after the universe would ground me so deeply to my mission here on Earth.,私の宇宙へのあこがれが この地上での使命の しっかりとした基礎となろうとは 誰が想像したでしょう,"['使命', 'ミッション']",使命
mission,"But the upshot of this is that the mission I want psychology to have, in addition to its mission of curing the mentally ill, and in addition to its mission of making miserable people less miserable, is, can psychology actually make people happier?",この話の要点は精神疾患の治療という使命と 苦しんでいる人の苦しみを和らげるという使命に加えて 私が心理学に持って欲しいと願う使命であり 「心理学は本当に人々を幸せにすることができるのか」ということです,"['使命', 'ミッション']",使命
bias,"Now, there are several biases in risk perception.",リスクの認知にはいくつものバイアスがかかるもので,"['偏見', 'バイアス']",バイアス
bias,"So this issue of present bias causes us to think about saving, but end up spending.",この現在志向バイアスによる問題は 貯畜について考えさせてはくれますが 結局使って終わるのです,"['偏見', 'バイアス']",バイアス
bias,"We have to look past our unconscious bias, find someone to mentor who's at the opposite end of your spectrum because structural change takes time, and I don't have that level of patience.",私たちは自分たちの持つ 無意識の偏見を無視し 自分のスペクトラムの対極にいる人を メンターしなければなりません 構造の変化には時間がかかるし 私にはそんな忍耐力はありません,"['偏見', 'バイアス']",偏見
bias,I could release my cultural biases about what made a life good or bad and simply watch my daughter's life as it unfolded with openness and curiosity.,人生の良し悪しを決めるものについての 文化的な偏見を捨てて 娘の人生が進んでいくのを 開かれた考えと好奇心を持って ただ見守るのです,"['偏見', 'バイアス']",偏見
bias,"The world will say to you, ""How do we speak to bias and bigotry?""",世界があなたに告げるのは 「先入観や差別的偏見を持つ人に どう話そうか？」,"['偏見', 'バイアス']",偏見
bias,"To combat these biases, my work draws aesthetics from different parts of the globe and crafts a narrative about the importance of fighting for inclusivity.",この偏見を打ち砕くため 私の作品では 世界各地の美の様式を使い 偏見のない世界を 求めて闘うことの 大切さを訴えています,"['偏見', 'バイアス']",偏見
private,We've also seen some evidence that all this is making a difference because private investment flows have increased.,変化しつつあることの証拠として 民間投資が増加しています,"['民間', '私的/私立']",民間
private,"The definition of capitalism, very simply put, is that the factors of production, such as trade and industry, capital and labor, are left in the hands of the private sector and not the state.",資本主義の定義を 簡単に言うと 商業と産業 資本と労働のような 生産要素が 国家ではなく民間の手に 委ねられているということです,"['民間', '私的/私立']",民間
private,"Racially, the county is about 60 percent African-American, but what happens in the public schools is most of the privileged white kids go to the private Lawrence Academy.",人種的には、人口の60%が アフリカ系アメリカ人です しかし、経済的に恵まれている 白人の子どもたちは、大半が 私立のローレンス・アカデミーに通うため,"['民間', '私的/私立']",私的/私立
private,"Every catalogued War God in an American public museum has now been returned -- 106, so far -- but there are more beyond the reach of US law, in private collections and outside our borders.",米国の公立博物館の目録に 記載された「戦いの神」は全て 今や返還されました 今までのところ 106点です しかし 私的なコレクションや 国外といった 米国の法の手が届かない場所に さらにたくさんあります,"['民間', '私的/私立']",私的/私立
private,So let me finish with an example from my own private life that I think is a good example of how coupling to other people is really going to define who we are.,最後に私個人の私的な例を取り上げて 終わりとしたいと思います これは他人との連動が いかに我々を形成しているかと言う 良い例だと思います,"['民間', '私的/私立']",私的/私立
walk,"And finally, my son playing in a walking toy by himself.",最後は一人で歩行器に乗りました,"['歩行/歩く', '散歩']",歩行/歩く
walk,"We were able to tell that she belonged to the human family tree because the legs, the foot, and some features clearly showed that she walked upright, and upright walking is a hallmark in humanity.",彼女が人類に属していたのは明らかでした なぜならば脚部や足 その他の特徴が 直立歩行していたことを示しました 直立歩行は人類の印です,"['歩行/歩く', '散歩']",歩行/歩く
walk,"In the 1990s, my company created the long-distance AIDSRide bicycle journeys, and the 60 mile-long breast cancer three-day walks, and over the course of nine years, we had 182,000 ordinary heroes participate, and they raised a total of 581 million dollars.",90年代に私の会社が AIDSRide (エイズライド) という 長距離自転車旅行と 約100キロを歩く ３日間に渡る乳癌ウォークを企画しました ９年間実施していくうちに 18万２千人の一般人が参加し 人々を助け 581億円を集めました,"['歩行/歩く', '散歩']",歩行/歩く
walk,"Somehow or another, a hundred years of robotics, you never saw a robot walk on two legs, because robots don't walk on two legs because it's not such an easy thing to do.",しかしながら 百年あまりのロボット工学がありながら 未だ二本の足で歩くロボットは見当たりません ロボットが二本足で歩行しないのは 簡単にできることではないからです,"['歩行/歩く', '散歩']",歩行/歩く
walk,You can see that we have almost a one-to-one exact replay of the walking gait.,歩行の様子を 一挙手一投足で 再現することが出来ます,"['歩行/歩く', '散歩']",歩行/歩く
walk,We used to read; now we speed read. We used to walk; now we speed walk.,速く電話する 速く読む 速く歩く,"['歩行/歩く', '散歩']",歩行/歩く
walk,"and go from this concept of walking, breathing, and then his hands, speak, and ultimately happiness and function.",歩行と呼吸にはじまり 手と会話― そして最終的に 幸せと機能の状態を調べました,"['歩行/歩く', '散歩']",歩行/歩く
walk,But these same people who were sitting and then went on the treadmill got a boost from walking.,でも１回目には座っていた まさにこの同じ人たちが 歩くことで 創造性が 加速したんです,"['歩行/歩く', '散歩']",歩行/歩く
