concept,source language text,target language text,variations,label
line,"In fact, they were so rare that elected members of Parliament had the right to allocate 15 telephone lines as a favor to those they deemed worthy.","यहाँ तक की इतना दुर्लभ था की सांसदों को यह अधिकार था की वे १५ फोन की लाइन बाँट सकते थे, जिन्हें वे योग्य समझते थे.","['लाइन', 'रेखा']",लाइन
line,"He was with us for a little while, but at some point he started spamming dashes in the chat, like a big long line of dashes all the way across the screen.","वह थोड़ी देर के लिए हमारे साथ था, लेकिन एक बार उसने शुरू किया चैट में स्पैमिंग डैश, जैसे डैश की एक बड़ी लंबी लाइन स्क्रीन पर .","['लाइन', 'रेखा']",लाइन
line,We hit that county line for one quick round,हमएकत्वरितदौर केलिएकिकाउंटी लाइन मारा,"['लाइन', 'रेखा']",लाइन
line,I need you to bring them up the line.,मैं लाइन उन्हें ऊपर लाने के लिए आप की जरूरत है.,"['लाइन', 'रेखा']",लाइन
break,"Then pretty soon, I was broke too.","तो बहुत जल्द ही, मैं भी टूट गया था।","['तोड/तोड़', 'टूट']",टूट
break,"You have classmates, teachers, law enforcement officers, technologists, scientists, doctors, who are all scrambling to make sense of new realities when their social circles are broken.","आप के सहपाठी, शिक्षक, कानून प्रवर्तन अधिकारीगण, प्रौद्योगिकीविद, वैज्ञानिक, डॉक्टर, हैं जो सब नई वास्तविकताओं का मतलब समझने के लिए हाथ पांव मार रहे हैं जब उनके सामाजिक दायरे टूट जाते हैं।","['तोड/तोड़', 'टूट']",टूट
break,It tells us that the hymen breaks and bleeds the first time a woman has vaginal sex.,यह हमें बताया जाता है कि हेमेन याने योनी परदा टूटता है और रक्तस्राव होता है यह होता है पहली बार सम्भोग के समय.,"['तोड/तोड़', 'टूट']",टूट
break,"If you fall, your limbs will break.",अगर तुम गिर गये तो तुम्हारी टांगे टूट जायेगी.,"['तोड/तोड़', 'टूट']",टूट
break,"I know this firsthand, because these laws and systems, well, they broke up my family, and they led my parents to return to Mexico.","मुझे यह पहली बार पता है, क्योंकि इन कानूनों और प्रणालियों, खैर, उन्होंने मेरे परिवार को तोड़ दिया, और उन्होंने मेरे माता-पिता का नेतृत्व किया मेक्सिको लौटने के लिए।","['तोड/तोड़', 'टूट']",तोड/तोड़
break,I'll break his limbs and lock him up.,मैं उसकी टाँगे तोड़कर लॉक-अप में डाल दूँगा.,"['तोड/तोड़', 'टूट']",तोड/तोड़
break,(GROANING) When you hit him on the head you broke the thread.,(कराहना) आप आप धागा तोड़ा सिर पर उसे मारा.,"['तोड/तोड़', 'टूट']",तोड/तोड़
break,"You can break a marriage, but not a promise.","आप एक शादी है, लेकिन नहीं एक वादा तोड़ सकते हैं।","['तोड/तोड़', 'टूट']",तोड/तोड़
break,Why did you break in?,क्यों आप में तोड़ दिया?,"['तोड/तोड़', 'टूट']",तोड/तोड़
break,It used to break a magical link.,यह एक जादुई लिंक को तोड़ने के लिए इस्तेमाल किया।,"['तोड/तोड़', 'टूट']",तोड/तोड़
project,And the whole mission of the project is to find holes in the language of emotion and try to fill them so that we have a way of talking about all those human peccadilloes and quirks of the human condition that we all feel but may not think to talk about because we don't have the words to do it.,और इस परियोजना का पूरा लक्ष्य है भावनाओं की भाषा में खाली स्थानों की खोज और उन्हें भरने की कोशिश ताकि हमारे पास उन सभी तुच्छ मानवीय पहलुओं और व्यवहार के बारे में बात करने का एक तरीका हो जिन्हे हम सब महसूस करते हैं लेकिन इसके बारे में बात करना न सोच पाएं क्योंकि हमारे पास ऐसा करने के लिए शब्द नहीं हैं|,"['परियोजना', 'प्रोजेक्ट']",परियोजना
project,"It's a project by The Long Now Foundation, which was founded by TEDsters including Kevin Kelly and Stewart Brand.","यह द लॉन्ग नाऊ फाउंडेशन(The Long Now Foundation) की परियोजना है, जो TEDsters के द्वारा स्थापित की गयी है जैसे कि केविन केली और स्टीवर्ट ब्रांड |","['परियोजना', 'प्रोजेक्ट']",परियोजना
project,For each project we do a film.,हर प्रोजेक्ट के लिए हम बनाते हैं एक फिल्म.,"['परियोजना', 'प्रोजेक्ट']",प्रोजेक्ट
project,"Our project was a shock for many Russians, who used to think that our country has always been an autocratic empire and the ideas of freedom and democracy could never have prevailed, just because democracy was not our destiny.","हमारा प्रोजेक्ट कई रूसियों के लिए एक झटका था, जो सोचते थे कि हमारा देश हमेशा से एक निरंकुश साम्राज्य रहा है और इसमें स्वतंत्रता और लोकतंत्र के विचार कभी प्रबल नहीं हो सकते, क्योंकि लोकतंत्र हमारी नियति नहीं थी।","['परियोजना', 'प्रोजेक्ट']",प्रोजेक्ट
project,"Robin and I, acting as collaborators, keep the landscape of the projects tilted towards completion.","रॉबिन और मैं, सहयोगियों के रूप में, प्रोजेक्ट को लगातार कार्य पूर्ण होने की दिशा में बढाते हैं।","['परियोजना', 'प्रोजेक्ट']",प्रोजेक्ट
project,"Today, we're starting the first big project of Transition Heathrow.",आज हम ट्रांज़ीशन हीथ्रो नामक पहला बड़ा प्रोजेक्ट शुरु कर रहे हैं.,"['परियोजना', 'प्रोजेक्ट']",प्रोजेक्ट
population,"For the American economy, for any economy to grow, to truly innovate, we cannot leave behind half our population.","अमेरिकन अर्थ व्यवस्था, किसी भी अर्था व्यवस्था के लिये , सच मेँ नवीनता लाने के लिये, हम हमारे आधी आबादी को पीछे नही छोड सकते|","['आबादी', 'जनसँख्या/जनसंख्या']",आबादी
population,"Now, Dr. Soraya was struggling under the sheer demand of her local population, as well as the fact that she wasn't specifically trained in this procedure.","अब, डॉ. सोरया संघर्ष कर रही थी सरासर माँग के तहत अपनी स्थानीय आबादी की, साथ ही तथ्य यह है कि वह विशेष रूप से इस प्रक्रिया में प्रशिक्षित नहीं थी।","['आबादी', 'जनसँख्या/जनसंख्या']",आबादी
population,"But even if this effort is not fully successful, but we just start heading in that direction, we still end up with soils that are healthier, more fertile, are able to produce all the food and resources that we need for human populations and more, and also soils that are better capable of sequestering carbon dioxide from the atmosphere and helping with climate change mitigation.","लेकिन भले ही यह प्रयास पूरी तरह से सफल नहीं है लेकिन हम अभी शीर्ष करना शुरू करते हैं उस दिशा में हम अभी भी मिट्टी के साथ समाप्त होते हैं वे स्वस्थ हैं, अधिक उपजाऊ हैं सभी भोजन का उत्पादन करने में सक्षम हैं और संसाधन जो हमें चाहिए मानव जनसंख्या और अधिक के लिए, और भी मिट्टी जो बेहतर सक्षम हैं कार्बन डाइऑक्साइड के पुनरावर्तन का वातावरण से और साथ मदद कर रहा है जलवायु परिवर्तन का शमन","['आबादी', 'जनसँख्या/जनसंख्या']",जनसँख्या/जनसंख्या
population,5% of the population?,जनसंख्या का 5%?,"['आबादी', 'जनसँख्या/जनसंख्या']",जनसँख्या/जनसंख्या
foot,"For instance, let me reword this question: How does a cat go from feet-up to feet-down in a falling reference frame, without violating the conservation of angular momentum?","उदाहरण के लिए, मुझे इस सवाल को कैसे एक बिल्ली गिरती सतह पर निचे पैर रखकर ऊपर छलांग लगाती है बिना कोणीय संवेग नियम बदले ?","['पैर', 'फुट']",पैर
foot,"For instance, let me reword this question: How does a cat go from feet-up to feet-down in a falling reference frame, without violating the conservation of angular momentum?","उदाहरण के लिए, मुझे इस सवाल को कैसे एक बिल्ली गिरती सतह पर निचे पैर रखकर ऊपर छलांग लगाती है बिना कोणीय संवेग नियम बदले ?","['पैर', 'फुट']",पैर
foot,"We give it all the computing power it needs: a 1.5 gigahertz Pentium M chip, two FireWire cameras, rate gyros, accelerometers, four forced sensors on the foot, lithium polymer batteries -- and now DARwIn II is completely autonomous.","1.5 gigahertz Pentium M chip, दो Firewire कैमरा, आठ gyros, accelerometer, पैरों पर चार आघूर्ण सेंसर, लिथियम बैटरी | और अब DARwIn II पूरी तरह से स्वचालित है |","['पैर', 'फुट']",पैर
foot,"His feet are moving, I think he's still alive!","इसके पैर हिल रहें हैं ,लगता है ये अभी जिंदा है","['पैर', 'फुट']",पैर
foot,"SEALs, they can recover the charge, swim in underneath that thing's feet.","जवानों, वे, प्रभारी ठीक हो सकता है कि बात के पैरों के नीचे में तैरना।","['पैर', 'फुट']",पैर
foot,Let her touch your feet first.,उसे अपने पैरों पहला स्पर्श करते हैं।,"['पैर', 'फुट']",पैर
foot,"Patrick Quinlan, former CEO of Ochsner Health [System], told me about the effects of their 10-5 way, where if you're within 10 feet of someone, you make eye contact and smile, and if you're within five feet, you say hello.","पैट्रिक क़ुइन्लेन, ओश्नर हेल्थ [सिस्टम] के पुराने सीईओ ने मुझे उनके 10-5 तरीके के प्रभाव बताए, कि अगर आप किसी से 10 फुट के दूरी के अंदर खड़े हैं, आप उनकी आँखों में देखिए और मुस्कुराइए, और अगर पाँच फुट के अंदर, तो उन्हें हेलो बोलिए।","['पैर', 'फुट']",फुट
foot,"Recently, Kaviarasi mentored Anitha, who also comes from a remote, rural village, lives in a 10-foot-by-10-foot home, her parents are also farm laborers.","हाल ही में, कविरासी ने अनीता का उल्लेख किया, वो भी एक दूरदराज के ग्रामीण गांव से आई है, 10-फुट-बाय-10 फुट के घर में रहती है, उसके माता-पिता भी खेत मजदूर हैं।","['पैर', 'फुट']",फुट
foot,"Recently, Kaviarasi mentored Anitha, who also comes from a remote, rural village, lives in a 10-foot-by-10-foot home, her parents are also farm laborers.","हाल ही में, कविरासी ने अनीता का उल्लेख किया, वो भी एक दूरदराज के ग्रामीण गांव से आई है, 10-फुट-बाय-10 फुट के घर में रहती है, उसके माता-पिता भी खेत मजदूर हैं।","['पैर', 'फुट']",फुट
foot,The walls are 13 feet high and the hedge is as old as the hotel itself.,दीवारें 13 फुट ऊंची है... ...और झाड़ियां उतनी ही पुरानी है जितना खुद होटल.,"['पैर', 'फुट']",फुट
sure,They'd make sure that boys weren't a part of that.,वे सुनिश्चित करती कि लड़के उसमें हिस्सेदार न हों.,"['निश्चित/सुनिश्चित', 'यकीन']",निश्चित/सुनिश्चित
sure,"But I also know that because I am in this position of privilege, I also have the responsibility to make sure that my community finds spaces where they can find guidance, access and support.","लेकिन मुझे भी पता है क्योंकि मैं हूं विशेषाधिकार की इस स्थिति में मेरी भी जिम्मेदारी है यह सुनिश्चित करने के लिए कि मेरा समुदाय उन स्थानों को ढूँढता है जहाँ वे मार्गदर्शन पा सकते हैं, पहुंच और समर्थन।","['निश्चित/सुनिश्चित', 'यकीन']",निश्चित/सुनिश्चित
sure,"If I see anything, I'll be sure to report it to you.","मैं कुछ भी देखते हैं, मैं आप यह रिपोर्ट करने के लिए सुनिश्चित हो जाएगा.","['निश्चित/सुनिश्चित', 'यकीन']",निश्चित/सुनिश्चित
sure,I'm pretty sure that's what politicians call a win-win solution.,मुझे पूरा यकीन है कि यही राजनेता हैं विन-विन समाधान को कॉल करें,"['निश्चित/सुनिश्चित', 'यकीन']",यकीन
sure,Are you sure it's him?,क्या तुम्हें यकीन है कि वही है?,"['निश्चित/सुनिश्चित', 'यकीन']",यकीन
sure,I'm sure most of the people in my group are dead.,मुझे यकीन है मेरे समूह के ज्यादातर लोग मर चुके हैं.,"['निश्चित/सुनिश्चित', 'यकीन']",यकीन
sure,I'm sure.,मुझे यकीन है. ठीक है.,"['निश्चित/सुनिश्चित', 'यकीन']",यकीन
